ID,Number of Bags,Bag Weight,Variety,Processing Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Overall,Total Cup Points,Moisture Percentage,Category One Defects,Quakers,Color,Category Two Defects
553,35,30 kg,Parainema,Semi Washed,7.92,6.75,7.67,8,7.42,7.42,10,7.17,86.25,9.6,3,5,yello-green,2
554,74,70 kg,SHG,Double Anaerobic Washed,8.33,8.17,6.67,7.33,7.33,7.5,9.33,8.33,85.5,11.8,4,7,yello-green,0
555,40,30 kg,Catrenic,Pulped natural / honey,8.58,7.5,7.17,8.08,7,6.67,8.67,8.08,84.92,10.4,3,5,pale yellow,13
556,200,27 kg,"Catimor,Catuai,Caturra,Bourbon","Honey,Mossto",7.33,7.33,7.5,7.75,7.08,7.83,8.67,6.83,87,9.6,5,6,yellow- green,5
557,120,2 kg,Ethiopian Heirlooms,Natural / Dry,6.5,7.83,8,7.83,7.42,7.25,8.67,8.58,87.08,12.2,2,1,green,0
558,635,104 kg,SL14,Washed / Wet,7.17,8.17,7,7.83,8.08,7.42,9.33,6.67,82.5,11.1,3,7,yellow green,9
559,635,30 kg,Castillo,"Honey,Mossto",7.42,6.75,7.58,7.58,7.75,7.92,10,7.67,84.08,10.9,0,7,bluish-green,3
560,13,50 kg,Parainema,Double Anaerobic Washed,6.5,7.17,7.33,7.17,8,7.25,8.67,8.25,82.5,8.4,3,9,yello-green,1
561,632,35 kg,Castillo and Colombia blend,Anaerobico 1000h,8,8.33,7.33,7,7.08,7.25,8.67,6.83,85.33,10.9,0,5,greenish,4
562,3,85 kg,Caturra,Natural / Dry,8.17,7.42,7.5,7.75,7.17,6.67,9.33,7.58,82.42,10.6,3,2,yellowish,11
563,320,35 kg,Catrenic,Anaerobico 1000h,6.5,7.33,8.08,8.33,7.83,8.25,8.67,8.5,83.17,11.9,5,7,brownish,8
564,2,85 kg,"Wolishalo,Kurume,Dega",Double Anaerobic Washed,7.17,7.67,6.67,7.92,7.08,8.17,8.67,8,86.92,9.8,1,7,blue-green,12
565,620,16 kg,"Red Bourbon,Caturra",Wet Hulling,8.08,7.92,7.08,8.17,8,7.08,8.67,7.17,84.58,11.7,4,10,browish-green,8
566,80,12 kg,"Catimor,Catuai,Caturra,Bourbon","Honey,Mossto",7.92,7.33,7.25,8.17,7.67,7.33,10,7.5,87.58,9.9,4,1,bluish-green,5
567,4,300 kg,Catucai,Washed / Wet,8.58,8,8.08,7.67,8.25,6.67,8.67,8.33,84.58,11.7,1,0,blue-green,5
568,345,80 kg,Maragogype,Washed / Wet,8,7.25,7.08,6.83,7,7,8.67,7.42,82.33,12.3,2,3,yellow-green,7
569,340,13 kg,Pacamara,Washed / Wet,7.25,7.42,7.75,7.17,7.33,7,8.67,7.67,86.75,10,0,2,yello-green,3
570,440,45 kg,"Catimor,Catuai,Caturra,Bourbon",Double Anaerobic Washed,7.67,8.25,7.25,7.42,8.25,8.25,10,7.75,84.25,10.4,5,1,brownish,16
571,300,5 kg,SHG,Double Carbonic Maceration / Natural,7.67,7.58,7.17,7.58,7.33,7.08,10,7.75,83.83,13.1,4,1,bluish-green,2
572,960,60 kg,Maragogype,Pulped natural / honey,7.17,7.5,7.58,8.25,6.83,8.25,9.33,7.92,86.92,10.4,5,12,greenish,1
573,250,48 kg,Ethiopian Heirlooms,Double Anaerobic Washed,8.58,7.08,8.08,7.42,8,7.33,9.33,7.5,86.08,10.2,3,7,brownish,0
574,77,25 kg,SL28,Wet Hulling,8.25,7.25,8.25,7.5,7.33,8.17,10,7.75,82.25,11.9,5,9,yellow-green,8
575,150,36 kg,Red Bourbon,Semi Washed,8,8.08,8,7.42,7,7.67,8.67,8.25,82.25,10.9,1,10,greenish,13
576,125,320 kg,SL34,Semi Washed,7.25,7.75,7.5,8.08,8.17,7.08,8.67,6.67,82.5,9.9,5,12,pale yellow,0
577,55,12 kg,Yellow Bourbon,Semi Washed,8.58,7.25,6.92,7.67,8,8.17,10,6.83,84.33,11.4,5,10,pale yellow,3
578,50,4 kg,Typica Gesha,Natural / Dry,7.83,8.5,7.83,8,7.42,7.75,8.67,7.42,82.75,10.8,4,0,green,7
579,13,100 kg,"Castillo,Caturra,Bourbon",Semi Washed,7.58,7.5,8.08,7.67,7.25,8,10,7.08,86.75,13.5,0,12,bluish-green,0
580,50,24 kg,Yellow Bourbon,"Honey,Mossto",7.75,7.92,7.83,7.67,7.83,8.08,9.33,7.33,85,9.9,5,7,yellow green,10
581,320,35 kg,SL28,Wet Hulling,8.5,8.33,6.92,8.08,8.08,7.42,9.33,7.17,83.83,10.3,3,3,bluish-green,3
582,20,12 kg,Yellow Catuai,"Honey,Mossto",7.42,8.5,8.42,8.25,7,7.08,10,7.33,86.5,11.5,4,0,blue-green,4
583,20,85 kg,Ethiopian Heirlooms,Double Carbonic Maceration / Natural,8,6.75,8.42,8.25,7.17,8,8.67,7.92,84.58,10.9,2,2,bluish-green,16
584,320,22 kg,Java,Natural / Dry,7.17,7.67,7.75,7.25,7.83,8.17,8.67,8.5,82.67,10,2,1,green,3
585,325,15 kg,Lempira,Double Anaerobic Washed,7.17,8.5,7.75,8.33,7.42,7.67,9.33,7.75,82.67,9.4,5,0,pale yellow,8
586,66,10 kg,Castillo and Colombia blend,"Honey,Mossto",7.92,6.75,7.67,7.67,7.33,7.58,10,6.67,86.75,11.5,0,7,bluish-green,1
587,13,104 kg,Typica,Washed / Wet,8,7.33,7.25,8.58,6.83,7.58,8.67,7,82.42,9.4,1,0,pale yellow,4
588,16,48 kg,"Jember,TIM-TIM,Ateng",Wet Hulling,7.25,7.25,7.33,7.25,7.08,7.67,8.67,6.67,84.33,9.9,2,0,greenish,11
589,345,1 kg,Caturra,Natural / Dry,7.5,8.5,6.67,7.08,8.25,7.58,8.67,8.17,84.25,9.4,4,3,yellow-green,7
590,141,69 kg,Yellow Catuai,Double Carbonic Maceration / Natural,8,7.58,6.92,7.83,6.83,7.75,9.33,7.17,82.25,12.2,3,10,yellow- green,9
591,960,2 kg,Parainema,"Honey,Mossto",7.42,8.25,7.5,7.5,6.83,6.67,8.67,8.17,85.17,11.2,4,9,yellow-green,1
592,632,24 kg,Sl34+Gesha,"Honey,Mossto",8.08,7.75,7.67,7.67,7.83,7.67,9.33,8.58,83.08,10.2,1,1,blue-green,12
593,325,100 kg,Bourbon,Natural / Dry,6.5,8.25,8.08,7.08,7.33,7.25,8.67,8.33,86.17,10.2,2,2,yellow-green,4
594,300,25 kg,Yellow Bourbon,"Honey,Mossto",8.58,7.33,7.08,6.83,6.83,8.08,10,8.25,86.5,11.2,2,9,green,5
595,635,60 kg,Gesha,Pulped natural / honey,7.67,7.67,7.67,7.5,7.67,6.67,8.67,7.75,83.25,12,1,9,bluish-green,10
596,4,12 kg,Catucai,Semi Washed,7.33,7.33,6.92,7.92,6.83,7.83,8.67,7.17,85.67,13.1,3,7,bluish-green,3
597,343,48 kg,Maragogype,Washed / Wet,8.58,7.67,7.83,7.75,8.25,8.42,10,7.33,85.33,10.5,0,7,yellow green,12
598,5,22 kg,Catuai,Washed / Wet,8.25,7.5,6.67,7.17,7.58,7.67,9.33,7.42,85.83,13.3,3,1,yellow- green,11
599,275,35 kg,Catrenic,Anaerobico 1000h,8.33,7.17,8.42,7.67,6.83,8.25,8.67,6.67,85.75,10.7,5,2,blue-green,1
600,120,25 kg,SL34,Semi Washed,7.67,7.58,7.83,7.33,8,7.08,10,6.83,85.33,11.2,3,6,bluish-green,16
601,141,5 kg,Parainema,Natural / Dry,7.17,6.75,8,7.5,6.83,7.58,10,6.67,84,11.7,5,0,yellow green,10
602,120,104 kg,Castillo,Semi Washed,7.67,7.58,8.08,7.17,7.33,6.67,9.33,7.58,83.83,11.6,5,8,browish-green,16
603,300,85 kg,Maragogype,Semi Washed,7.83,8.17,7.92,7.08,7,7.67,10,7.67,84.33,10.3,3,9,yellow green,2
604,35,1 kg,Typica Bourbon Caturra Catimor,"Honey,Mossto",8.17,8.33,7.42,7.42,6.83,7.5,9.33,7.58,82.42,8.1,1,6,bluish-green,8
605,19,104 kg,Catuai,"Honey,Mossto",8.5,8.17,8.42,8.25,7.75,7.83,10,7.75,85.83,12.2,5,6,brownish,16
606,19,70 kg,Castillo Paraguaycito,Pulped natural / honey,8.5,7.83,8.25,8,8,7.08,10,6.83,85.42,11.5,5,3,brownish,7
607,74,4 kg,Yellow Catuai,Natural / Dry,8.33,8.5,6.92,7.67,8.25,8.17,9.33,8.25,85.17,12.3,2,7,yellow- green,5
608,340,36 kg,Caturra,Anaerobico 1000h,7.25,7.33,7.42,8.33,7.08,7.67,8.67,8,84.33,12.2,2,8,yellow-green,16
609,32,24 kg,Caturra,Double Carbonic Maceration / Natural,8.17,7.42,7.17,7.67,7.75,8,10,7.17,84.67,12.1,4,2,blue-green,8
610,200,90 kg,Castillo,Wet Hulling,8,8.08,6.75,7,6.83,8.25,9.33,8,86.92,9.4,0,7,yello-green,16
611,285,70 kg,Yellow Catuai,Natural / Dry,8.17,8.08,7.42,8.25,8,7.92,8.67,8.25,84,10.5,0,3,yellow green,7
612,16,50 kg,Typica Gesha,Double Carbonic Maceration / Natural,7.42,7.25,7.67,8.25,7.25,7.33,8.67,7.17,82.75,11.2,5,6,yellow green,13
613,343,104 kg,Bourbon Sidra,"Honey,Mossto",7.42,8.33,8.08,7.83,7.92,7.58,8.67,7,84.58,12.2,1,5,bluish-green,1
614,40,30 kg,SHG,Washed / Wet,7.58,7.92,6.75,8.25,7.08,7.33,8.67,8,85.33,13.1,4,2,pale yellow,13
615,70,24 kg,SL28,Wet Hulling,8,8.42,8.17,6.83,7.42,7.58,8.67,8.08,84.67,10.5,3,10,green,9
616,960,90 kg,Gesha,"Honey,Mossto",8.33,7.83,7.17,7.42,7.33,8.08,9.33,8,82.33,12.3,3,0,greenish,5
617,74,90 kg,Catuai and Mundo Novo,Double Anaerobic Washed,7.83,7.33,7.33,7.42,7.75,7.25,9.33,7.17,84.92,9.6,0,1,greenish,13
618,600,104 kg,SL14,Pulped natural / honey,7.08,7.25,7.75,7.92,7.42,6.67,10,8.08,85.75,13.1,3,9,bluish-green,13
619,80,2 kg,Typica Gesha,Double Anaerobic Washed,7.92,8.33,7.33,7.83,7.17,8.17,8.67,7.67,89.33,12.2,0,3,yellow green,0
620,9,24 kg,Gesha,Double Anaerobic Washed,7.83,7.83,6.67,7.5,6.83,7.33,9.33,7.5,83.42,11.3,0,9,yellow green,0
621,50,5 kg,Red Bourbon,Semi Washed,7.42,8.17,7.08,7.33,7.92,7.08,10,8.25,85,10.5,2,8,greenish,2
622,600,25 kg,Maragogype,Semi Washed,7.42,6.75,6.67,7.83,7.25,7.92,9.33,6.83,84,11.4,0,6,yellow- green,13
623,345,36 kg,Maragogype,Pulped natural / honey,8.58,8.33,6.75,8.58,7.33,7.58,8.67,8,83,12,5,9,blue-green,11
624,25,36 kg,Ethiopian Heirlooms,Double Carbonic Maceration / Natural,8,8.5,8.42,7,7.92,7.08,9.33,8.5,85.83,13.5,0,8,yellow-green,7
625,25,2 kg,SHG,Double Anaerobic Washed,7.33,7.42,7.17,8.58,6.83,7,9.33,7,84.58,9.1,3,9,greenish,7
626,200,45 kg,"Jember,TIM-TIM,Ateng","Honey,Mossto",8,7.75,8.42,7.75,6.83,8.25,9.33,7.33,83.83,11.7,5,5,bluish-green,13
627,5,90 kg,Castillo,Washed / Wet,7.92,7.67,7.42,8.17,7.33,8,8.67,7.83,83.75,11.9,5,12,brownish,7
628,40,15 kg,Castillo and Colombia blend,"Honey,Mossto",7.17,8.25,7.08,8.17,8.17,7.75,10,7.92,85.33,11.6,0,12,yellow green,12
629,150,5 kg,SHG,Washed / Wet,8.33,8.08,7.42,7.92,8.08,7.67,9.33,7.5,85.67,10.9,4,2,brownish,10
630,375,45 kg,Catucai,"Honey,Mossto",7.83,7.42,7.67,6.83,7,7.5,9.33,8.08,86.25,9.6,3,12,yellow green,11
631,1,80 kg,Typica Gesha,Double Anaerobic Washed,7.58,8.25,8.17,8.08,7.75,7.25,10,7.17,83.42,11.1,1,7,yellowish,16
632,100,69 kg,"Catimor,Catuai,Caturra,Bourbon",Semi Washed,7.17,8.33,7.17,7.42,7.08,7.83,9.33,7.75,86.25,13.1,4,6,yellow green,5
633,66,100 kg,"Jember,TIM-TIM,Ateng",Wet Hulling,8.33,7.33,6.67,8.58,8.25,7.92,9.33,8.33,87,13.5,4,7,yellow- green,9
634,13,48 kg,"Bourbon, Catimor, Caturra, Typica",Wet Hulling,7.08,8.17,7.25,7.25,8.08,7.08,9.33,7.17,84.08,8.9,4,3,yello-green,10
635,125,16 kg,Sl34+Gesha,Wet Hulling,7.25,6.75,8.25,7.67,7.83,8,10,8,82.75,11.5,1,2,pale yellow,3
636,3,16 kg,Ethiopian Heirlooms,Pulped natural / honey,7.42,7.83,7.83,7.33,7.17,7.08,9.33,7.75,86.5,11.8,2,6,bluish-green,7
637,70,1 kg,Castillo,Pulped natural / honey,7.75,7.5,8.17,8.25,7.75,7.75,9.33,7.92,85.67,12.1,5,1,browish-green,7
638,635,85 kg,Yellow Catuai,Double Carbonic Maceration / Natural,7.42,8,6.67,7.33,7.42,8.25,9.33,7.75,83.5,9.8,2,12,green,0
639,80,20 kg,"Castillo,Caturra,Bourbon",Washed / Wet,7.42,8.5,7.33,7.92,7.67,8.17,8.67,8.17,84.33,9.3,3,9,blue-green,3
640,74,90 kg,Catuai,Pulped natural / honey,7.33,8.33,7.5,7,6.83,7.83,8.67,8.25,89.33,10.2,5,2,brownish,12
641,340,85 kg,Sarchimor,Wet Hulling,8.25,8.5,6.92,6.83,7,6.67,9.33,8.33,85.42,10.4,4,9,yellow green,9
642,150,300 kg,Gesha,Double Carbonic Maceration / Natural,7.83,8,7.67,7.92,7.08,6.67,9.33,6.67,87.08,10.8,0,9,brownish,11
643,80,12 kg,Sarchimor,Natural / Dry,6.5,8,6.75,7.33,7.08,8.42,9.33,7.83,84.25,12.1,3,8,bluish-green,10
644,2,85 kg,Yellow Catuai,Semi Washed,8.08,8.5,7.25,7.67,7.75,7.5,9.33,7.75,82.67,10.1,1,1,yello-green,10
645,150,70 kg,Catuai,Pulped natural / honey,7.42,7.83,7,8,8.08,8.17,9.33,7.33,85,9.1,5,5,yello-green,16
646,300,35 kg,"Bourbon, Catimor, Caturra, Typica",Double Anaerobic Washed,8.5,7.58,7.75,7,7.33,8.08,10,7.67,83.5,11.4,0,8,yellow green,4
647,345,35 kg,"Bourbon, Catimor, Caturra, Typica",Wet Hulling,7.33,7.08,7.58,7.33,7.08,7.08,8.67,7.5,86.08,13.5,3,0,brownish,9
648,9,36 kg,Catuai and Mundo Novo,Double Anaerobic Washed,8.25,7.75,8.17,7.75,7.42,7.33,9.33,7.92,83.75,9.3,3,8,yellow-green,8
649,40,22 kg,SL14,Wet Hulling,8.5,7.33,7.33,7.33,8.25,8.42,8.67,7.5,87.17,10.8,2,12,blue-green,8
650,375,100 kg,"Castillo,Caturra,Bourbon",Wet Hulling,8.5,8.25,7.42,7.33,7.42,7,9.33,7.83,84.42,9.7,0,1,yello-green,13
651,70,4 kg,"Red Bourbon,Caturra",Anaerobico 1000h,7.33,7.75,8.25,8.58,7.08,7.92,8.67,7.17,83.25,9.8,3,12,greenish,3
652,74,69 kg,Lempira,Pulped natural / honey,7.42,7.08,7.92,7.92,7,8.17,9.33,8,84.58,8.1,1,9,yello-green,0
653,960,85 kg,Sarchimor,Pulped natural / honey,7.33,7.75,6.67,8.17,7,7.08,10,7.5,87.08,9.7,1,0,pale yellow,9
654,540,15 kg,"Jember,TIM-TIM,Ateng",Semi Washed,7.17,7.67,7.17,7.92,7.42,7.08,9.33,6.67,83.83,10.8,2,10,yellow green,13
655,26,13 kg,Ethiopian Heirlooms,"Honey,Mossto",8.5,7.75,8.17,7.42,7.25,7.92,8.67,8.58,86.75,11.9,3,6,yellow-green,5
656,2,320 kg,"Caturra,Colombia,Castillo",Double Anaerobic Washed,7.75,8.42,7.83,7.17,6.83,7.5,8.67,7.83,86.92,9.5,1,9,blue-green,11
657,55,100 kg,"Wolishalo,Kurume,Dega","Honey,Mossto",7.92,7.25,7.17,8.25,6.83,7.08,10,8.33,85.17,11.5,5,0,greenish,3
658,150,1 kg,"Red Bourbon,Caturra",Double Carbonic Maceration / Natural,7.67,8,8.08,7.92,6.83,8.42,10,7.58,84.75,10.8,0,7,yello-green,8
659,80,35 kg,Bourbon,Anaerobico 1000h,7.08,7.17,8.08,8.25,7.08,7.92,10,7.33,86.5,8.1,4,10,yello-green,10
660,125,2 kg,Sarchimor,"Honey,Mossto",7.33,7.67,7.25,8.25,7.75,7.42,9.33,7.83,83.58,11.1,3,2,bluish-green,3
661,141,90 kg,SL14,Wet Hulling,8,8.25,7.58,7.33,8.17,8.25,9.33,7,82.25,11.7,1,0,yellow- green,5
662,13,104 kg,"Bourbon, Catimor, Caturra, Typica",Washed / Wet,8.08,7.83,7.75,7.33,7.67,8.42,8.67,7.33,82.75,11.1,2,3,yellow- green,3
663,584,25 kg,"Castillo,Caturra,Bourbon",Pulped natural / honey,8.58,7.5,8.08,7.08,6.83,8.25,10,8.08,83,13.3,0,12,browish-green,11
664,285,2 kg,"Bourbon, Catimor, Caturra, Typica",Pulped natural / honey,7.67,8.08,7.75,8.58,7.17,6.67,10,7.17,85.33,13.3,2,12,yellow-green,13
665,40,104 kg,"Wolishalo,Kurume,Dega",Anaerobico 1000h,8.58,8.25,7.25,7.33,7.58,7.42,8.67,7.33,82.42,10.5,2,1,brownish,2
666,32,16 kg,Catucai,Double Carbonic Maceration / Natural,8.08,8.33,7.25,7.33,6.83,7.08,9.33,6.83,82.83,10.3,2,3,yello-green,13
667,14,12 kg,"Castillo,Caturra,Bourbon",Washed / Wet,8.33,7.33,7.5,8.25,7.83,8.25,9.33,7.75,85.25,10.4,5,0,yellowish,13
668,285,60 kg,Catimor,Washed / Wet,8.33,7.75,8.08,8,6.83,7.75,10,8.5,82.75,12.1,5,6,greenish,9
669,26,35 kg,"Jember,TIM-TIM,Ateng",Wet Hulling,8.25,7.75,7,8.58,8.08,7.08,9.33,8.5,83.33,10.9,3,8,yellow green,7
670,50,36 kg,Lempira,Double Anaerobic Washed,6.5,7.42,8.08,8.25,8,8.25,8.67,7.5,84.33,9.5,1,5,yellow-green,1
671,6,35 kg,"Castillo,Caturra,Bourbon","Honey,Mossto",7.75,7.92,7.67,7.58,7.92,6.67,10,7,84.92,10.9,4,9,yellow- green,4
672,540,69 kg,Java,Wet Hulling,7.58,7.5,7.33,8,6.83,7.92,9.33,7.83,85.67,10.1,3,12,yellow- green,0
673,540,45 kg,Lempira,"Honey,Mossto",7.08,7.42,8.42,7.75,8.08,7.08,9.33,7.58,87.42,8.1,0,1,pale yellow,13
674,320,35 kg,Catuai,Semi Washed,7.33,7.25,8.25,8.33,7.58,7.25,10,7.08,82.5,13.1,4,12,green,1
675,260,5 kg,Lempira,Double Carbonic Maceration / Natural,8.5,8.08,7.5,7.17,7.83,6.67,8.67,7.58,83.25,11.3,0,2,yellowish,12
676,77,2 kg,Java,Natural / Dry,8.17,8,6.67,8.17,7.42,7.08,9.33,8.58,84.67,8.4,4,1,yellow-green,4
677,55,12 kg,Yellow Catuai,Double Anaerobic Washed,7.08,7.67,7.75,8,7.75,7.67,9.33,7.75,87.08,11,0,7,bluish-green,13
678,5,10 kg,"Wolishalo,Kurume,Dega",Double Anaerobic Washed,8.5,8.33,7.08,8.08,7.83,7.08,10,7,83.5,10.4,0,5,yellow-green,9
679,80,90 kg,Typica Bourbon Caturra Catimor,Natural / Dry,7.33,8.33,6.75,7.33,7.17,6.67,10,7.17,84.25,12.4,0,10,greenish,3
680,600,2 kg,Maragogype,Double Carbonic Maceration / Natural,8,8.33,7.58,6.83,7.25,7.25,9.33,7.58,86.92,11.8,1,8,yellow green,12
681,35,69 kg,"Castillo,Caturra,Bourbon",Double Anaerobic Washed,7.17,8.5,7.08,7.33,6.83,8,9.33,6.83,82.5,12.4,0,9,yellow- green,7
682,25,15 kg,Catrenic,"Honey,Mossto",8.58,7.17,7.83,7.67,7.67,7.08,10,6.83,85.25,12.2,4,8,brownish,8
683,430,100 kg,"Jember,TIM-TIM,Ateng",Semi Washed,7.42,7.5,7.67,8.33,7,7.33,8.67,7.67,89.33,11.1,1,2,yello-green,0
684,635,50 kg,Catucai,Semi Washed,7.5,7.92,7.25,7.83,8.08,7.5,10,8,86.08,9.3,4,2,yellow-green,4
685,50,45 kg,"Jember,TIM-TIM,Ateng",Double Carbonic Maceration / Natural,7.5,7.17,7,8.33,7.67,7.67,9.33,8.17,82.33,10.9,1,0,brownish,8
686,300,45 kg,"Wolishalo,Kurume,Dega",Semi Washed,7.33,8.33,8.17,7.08,8.08,7.5,10,8,84.33,12.2,1,1,yellow-green,9
687,55,4 kg,Catrenic,Semi Washed,8,8.17,7.5,7.75,7.25,7.25,10,7.92,85.67,10.8,1,0,yello-green,11
688,250,45 kg,Gesha,Semi Washed,7.83,6.75,7.33,8.58,8,8.17,9.33,8.5,84.25,10,5,3,browish-green,9
689,141,60 kg,"Caturra,Colombia,Castillo","Honey,Mossto",7.25,8,7.42,8.25,7.08,7.08,10,8.5,86.75,11.8,4,7,yello-green,13
690,343,104 kg,Catrenic,Double Carbonic Maceration / Natural,8.25,7.42,6.67,7.58,6.83,7.25,9.33,7.17,84.33,11.5,4,3,yellow green,10
691,2,13 kg,"Caturra,Colombia,Castillo",Washed / Wet,7.5,7.33,8.17,6.83,7.92,7.5,8.67,7.58,86.67,12,0,5,yello-green,12
692,26,85 kg,"Catimor,Catuai,Caturra,Bourbon",Washed / Wet,7.42,6.75,7.58,8.58,7.25,8.42,9.33,8.58,87,11.3,1,10,yellow-green,2
693,6,90 kg,SL14,Natural / Dry,7.17,6.75,8.08,7.83,7.58,8.08,9.33,7.92,85.58,9.1,5,0,brownish,16
694,26,48 kg,Caturra,Double Anaerobic Washed,8.25,7.42,8.17,7.58,7,8.17,10,6.67,82.67,8.9,2,0,yellowish,4
695,55,27 kg,Yellow Bourbon,"Honey,Mossto",7.08,7.17,7.67,7.75,7.17,8.42,9.33,7.33,83.42,10.4,1,5,green,4
696,35,16 kg,Lempira,Anaerobico 1000h,8.17,8,8.17,7.92,7.33,7.5,9.33,7.92,84.75,11,5,2,yellow-green,9
697,430,25 kg,Catuai,Natural / Dry,7.25,8.17,6.75,8.58,7.83,8,9.33,7.17,86.17,10.6,4,10,greenish,11
698,4,25 kg,Castillo Paraguaycito,Semi Washed,7.08,7.08,7,8.17,6.83,8.25,8.67,8.5,85.83,11.9,5,3,yellowish,9
699,300,25 kg,Castillo Paraguaycito,Semi Washed,7.5,8.5,8.17,8.25,8.08,8.17,9.33,7.92,85.83,10.1,3,10,yellow green,9
700,375,2 kg,"Red Bourbon,Caturra",Double Carbonic Maceration / Natural,8.08,8.5,8.17,7.92,8.08,8.42,8.67,8.33,87.58,8.4,5,1,blue-green,8
701,375,104 kg,Yellow Catuai,Semi Washed,7.67,7.5,7,6.83,7.33,7.92,9.33,7.17,82.42,9.1,1,10,yello-green,1
702,1,36 kg,"Wolishalo,Kurume,Dega",Double Anaerobic Washed,8.17,8.42,8.17,7.58,7.17,8,8.67,7.92,84.92,11.1,1,2,brownish,1
703,8,2 kg,Catuai and Mundo Novo,Double Anaerobic Washed,7.58,7.33,8.08,8.17,7,7.42,10,7.5,84.25,13.5,5,12,yellow- green,11
704,4,24 kg,Lempira,Double Carbonic Maceration / Natural,7.08,7.75,8.08,8.25,8.17,7.83,9.33,7.08,83.75,9.9,4,2,yellow green,11
705,100,50 kg,Parainema,Double Carbonic Maceration / Natural,8.33,6.75,7.58,8.25,6.83,6.67,10,7.75,83.58,12.3,4,5,yellowish,13
706,6,36 kg,Caturra,Semi Washed,7.83,7.33,7.58,8.17,8.17,7.08,8.67,7.17,82.75,11,1,12,blue-green,16
707,19,90 kg,"Wolishalo,Kurume,Dega","Honey,Mossto",8.08,7.33,8.08,8.25,6.83,7.5,8.67,7.42,85.25,11.5,1,3,yello-green,2
708,100,85 kg,"Catimor,Catuai,Caturra,Bourbon",Pulped natural / honey,8.5,8,7.83,8.17,7.17,8.42,10,7.17,84.42,10.1,3,5,yellow- green,13
709,13,85 kg,Bourbon Sidra,Washed / Wet,8,6.75,6.92,7.75,6.83,8.17,8.67,8,87.58,11.3,0,5,brownish,12
710,8,60 kg,Lempira,Wet Hulling,8.33,8.42,7.92,7.67,8.17,8.08,10,7,87.17,11.1,4,6,yellow- green,11
711,250,24 kg,"Wolishalo,Kurume,Dega",Double Carbonic Maceration / Natural,6.5,7.67,7.5,7.5,7.17,7.75,8.67,7.17,86.75,12.1,2,9,green,0
712,19,60 kg,Red Bourbon,Pulped natural / honey,7.17,7.75,7.58,7.42,7.25,8,8.67,7.17,82.33,11.7,3,9,bluish-green,8
713,5,300 kg,SL14,Pulped natural / honey,7.25,7.67,7.25,7.33,6.83,7.33,10,7,82.25,13.5,5,8,yellow- green,12
714,125,30 kg,SHG,Wet Hulling,8.08,7.58,6.75,8,7.25,8,8.67,7.92,86.75,8.9,1,2,greenish,13
715,325,48 kg,Gesha,Washed / Wet,8.58,7.08,8.08,7.75,7.75,7.67,9.33,7.42,82.83,9.7,4,9,yellowish,0
716,55,30 kg,Catuai,Double Carbonic Maceration / Natural,7.25,7.42,7.67,7.67,8.17,8.08,8.67,7.83,89.33,11.7,4,2,yellowish,13
717,14,5 kg,"Caturra,Colombia,Castillo",Semi Washed,7.42,8.08,8.17,7,7.67,6.67,10,8.5,84.33,10.4,2,0,browish-green,5
718,620,12 kg,"Jember,TIM-TIM,Ateng",Double Carbonic Maceration / Natural,7.75,6.75,7.5,7.58,7.08,7.33,8.67,8.33,83.58,12.2,4,5,yellow green,5
719,66,30 kg,Java,Anaerobico 1000h,7.58,8,7.08,7.5,7.08,8.25,9.33,6.83,83.58,10.3,3,2,yellow green,4
720,584,13 kg,"Red Bourbon,Caturra",Wet Hulling,7.42,7.25,6.75,7.25,7.25,7.83,8.67,7.08,84.58,9.4,1,0,yellow- green,10
721,35,35 kg,Caturra,Anaerobico 1000h,7.83,7.25,6.67,8,8,7.75,8.67,8.17,86.5,10.8,1,3,yello-green,5
722,540,30 kg,Lempira,Semi Washed,7.58,8.33,8.42,7.75,7.17,7.58,9.33,8,83.75,10.1,3,10,blue-green,0
723,66,4 kg,SL28,Double Anaerobic Washed,7.67,8.17,7.83,7.75,8.17,7.83,10,7.17,85,12.4,3,6,green,3
724,25,25 kg,"Caturra,Colombia,Castillo",Semi Washed,7.33,8.42,7.33,7.17,6.83,8.08,8.67,7,85.42,11.4,4,0,browish-green,8
725,10,80 kg,SL14,Double Anaerobic Washed,7.92,7.17,7.83,8.58,7.92,7.33,10,8.58,83,11.9,1,8,yellow-green,2
726,6,45 kg,Caturra,"Honey,Mossto",7.92,7.92,8.08,7.25,7.67,6.67,10,6.83,84.33,11.9,0,5,yellow-green,12
727,55,12 kg,"Caturra,Colombia,Castillo",Pulped natural / honey,8.17,7.17,7.58,8.08,7.67,8.25,8.67,7.17,82.33,12.2,5,5,yellow-green,9
728,440,13 kg,Typica,Washed / Wet,8,7.33,7,7.75,7.42,8.25,8.67,7.5,87.08,10.9,4,7,green,1
729,70,36 kg,SL14,Double Carbonic Maceration / Natural,7.92,8.25,7.25,6.83,8.25,8.08,10,7,85.33,12.4,2,5,browish-green,3
730,66,13 kg,Gesha,Washed / Wet,7.5,7.75,7.58,6.83,7.25,7.08,8.67,7,82.67,9.2,3,5,green,4
731,10,27 kg,"Catimor,Catuai,Caturra,Bourbon",Natural / Dry,8.17,7.58,7.67,7.17,7.83,7.25,8.67,8.25,85.83,10.4,3,12,blue-green,4
